Cleveland;united_states;cleveland;cleveland;3050000;cleveland0;41.4817183;-81.6629069;20;190
Coimbatore;india;coimbatore;coimbatore;3000000;coimbatore0;11;76.96667;16;191
Izmir;turkey;izmir;izmir;3000000;izmir0;38.41273;27.13838;3;192
Pyongyang;north_korea;pyongyang;pyongyang;3000000;pyongyang0;39.03385;125.75432;1;193
Cali;colombia;cali;cali;2950000;cali0;3.43722;-76.5225;3;194
Tel Aviv;israel;tel_aviv;tel_aviv;2950000;tel_aviv0;32.06667;34.76667;1;195
Hamburg;germany;hamburg;hamburg;2925000;hamburg0;53.55;10;5;196
Abuja;nigeria;abuja;abuja;2900000;abuja0;9.05735;7.48976;4;197
Patna;india;patna;patna;2900000;patna0;25.6;85.11667;17;198
Conakry;guinea;conakry;conakry;2875000;conakry0;9.53795;-13.67729;1;199
Kumasi;ghana;kumasi;kumasi;2875000;kumasi0;6.68333;-1.61667;2;200
Dammam;saudi_arabia;dammam;dammam;2825000;dammam0;26.42;50.1;3;201
Fukuoka;japan;fukuoka;fukuoka;2825000;fukuoka0;33.60639;130.41806;4;202
Handan;china;handan;handan;2825000;handan0;36.60056;114.46778;41;203
Phnom Penh;cambodia;phnom_penh;phnom_penh;2825000;phnom_penh0;11.56245;104.91601;1;204
Quito;ecuador;quito;quito;2825000;quito0;-0.22985;-78.52495;2;205
Cincinnati;united_states;cincinnati;cincinnati;2800000;cincinnati0;39.1433925;-84.5091098;21;206
Maracaibo;venezuela;maracaibo;maracaibo;2800000;maracaibo0;10.63167;-71.64056;2;207
Taichung;taiwan;taichung;taizhong;2775000;taichung0;24.1469;120.6839;2;208
Brussels;belgium;brussels;bruxelles;2750000;brussels0;50.85045;4.34878;1;209
Cebu;philippines;cebu;cebu;2750000;cebu0;10.31672;123.89071;2;210
Kaohsiung;taiwan;kaohsiung;gaoxiong;2750000;kaohsiung0;22.61626;120.31333;3;211
Lubumbashi;democratic_republic_of_the_congo;lubumbashi;lubumbashi;2750000;lubumbashi0;-11.68;27.48;2;212
Hohhot;china;hohhot;huhehot;2725000;hohhot0;40.81056;111.65222;42;213
Taegu;south_korea;taegu;daegu;2725000;taegu0;35.87028;128.59111;3;214
Tangshan;china;tangshan;tangshan;2700000;tangshan0;39.63333;118.18333;43;215
Tunis;tunisia;tunis;tunis;2700000;tunis0;36.81897;10.16579;1;216
Bhopal;india;bhopal;bhopal;2675000;bhopal0;23.26667;77.4;18;217
Chandigarh;india;chandigarh;chandigarh;2675000;chandigarh0;30.7343;76.7933;19;218
Haikou;china;haikou;haikou;2675000;haikou0;20.04583;110.34167;44;219
Toluca;mexico;toluca;toluca;2675000;toluca0;19.28833;-99.66722;5;220
Almaty;kazakhstan;almaty;alma_ata;2625000;almaty0;43.25;76.95;1;221
Harare;zimbabwe;harare;harare;2625000;harare0;-17.82935;31.05389;1;222
Salt Lake City;united_states;salt_lake_city;salt_lake_city;2625000;salt_lake_city0;40.7775918;-111.93089;22;223
Charlotte;united_states;charlotte;charlotte;2600000;charlotte0;35.2061611;-80.833604;23;224
Doha;qatar;doha;doha;2600000;doha0;25.27932;51.52245;1;225
Mecca;saudi_arabia;mecca;mecca;2600000;mecca0;21.42667;39.82611;4;226
Xinxiang;china;xinxiang;xinxiang;2600000;xinxiang0;35.3;113.866667;45;227
Taizhou;china;taizhou;taizhou;2575000;taizhou0;28.6616141;121.438846;46;228
Yiwu;china;yiwu;yiwu;2575000;yiwu0;29.31506;120.07676;47;229
Agra;india;agra;agra;2550000;agra0;27.18333;78.01667;20;230
Lome;togo;lome;lome;2550000;lome0;6.13748;1.21227;1;231
Zhuhai;china;zhuhai;zhuhai;2550000;zhuhai0;22.27694;113.56778;48;232
Amsterdam;netherlands;amsterdam;haarlem;2525000;amsterdam0;52.37403;4.88969;2;233
Maputo;mozambique;maputo;maputo;2525000;maputo0;-25.96528;32.58917;1;234
Budapest;hungary;budapest;budapest;2500000;budapest0;47.49801;19.03991;1;235
Lisbon;portugal;lisbon;lisboa;2500000;lisbon0;38.71667;-9.13333;1;236
Sapporo;japan;sapporo;sapporo;2500000;sapporo0;43.06417;141.34694;5;237
Warsaw;poland;warsaw;warsaw;2500000;warsaw0;52.22977;21.01178;1;238
Yantai;china;yantai;yantai;2500000;yantai0;37.53333;121.4;49;239
Goiania;brazil;goiania;goiania;2450000;goiania0;-16.67861;-49.25389;11;240
Peshawar;pakistan;peshawar;peshawar;2450000;peshawar0;34.008;71.57849;6;241
San Jose;costa_rica;san_jose;san_jose;2450000;san_jose0;9.93333;-84.08333;1;242
Hyderabad;pakistan;hyderabad;hyderabad;2425000;hyderabad1;25.39242;68.37366;7;243
Liuzhou;china;liuzhou;liuzhou;2425000;liuzhou0;24.28;109.25;50;244
Mbuji Mayi;democratic_republic_of_the_congo;mbuji_mayi;mbuji_mayi;2425000;mbuji_mayi0;-6.17;23.65;3;245
Portland;united_states;portland;portland;2425000;portland0;45.5374054;-122.65028;24;246
Visakhapatnam;india;visakhapatnam;vishakhapatnam;2425000;visakhapatnam0;17.75;83.33;21;247
Brazzaville;congo;brazzaville;brazzaville;2400000;brazzaville0;-4.2669;15.28327;1;248
Santa Cruz;bolivia;santa_cruz;santa_cruz;2400000;santa_cruz0;-17.75;-63.23;1;249
Stuttgart;germany;stuttgart;stuttgart;2400000;stuttgart0;48.78232;9.17702;6;250
Vadodara;india;vadodara;vadodara;2400000;vadodara0;22.3;73.2;22;251
Yinchuan;china;yinchuan;yinchuan;2400000;yinchuan0;38.466667;106.266667;51;252
Las Vegas;united_states;las_vegas;las_vegas;2375000;las_vegas0;36.2263893;-115.26172;25;253
Anshan;china;anshan;liaoyang;2350000;anshan0;41.12361;122.99;52;254
Nashik;india;nashik;nasik;2350000;nashik0;20;73.87;23;255
San Antonio;united_states;san_antonio;san_antonio;2350000;san_antonio0;29.4724026;-98.5251419;26;256
Vienna;austria;vienna;wien;2350000;vienna0;48.20849;16.37208;1;257
Barranquilla;colombia;barranquilla;barranquilla;2325000;barranquilla0;10.96389;-74.79639;4;258
Lusaka;zambia;lusaka;lusaka;2325000;lusaka0;-15.40809;28.28636;1;259
St Louis;united_states;st_louis;saintlouis;2325000;st_louis0;38.6272733;-90.1978889;27;260
Multan;pakistan;multan;multan;2300000;multan0;30.19556;71.47528;8;261
Munich;germany;munich;munchen;2300000;munich0;48.13743;11.57549;7;262
La Paz;bolivia;la_paz;la_paz;2275000;la_paz0;-16.5;-68.15;2;263
Leon;mexico;leon;leon;2275000;leon0;21.11667;-101.66667;6;264
Stockholm;sweden;stockholm;stockholm;2275000;stockholm0;59.33258;18.0649;1;265
Vijayawada;india;vijayawada;vijayawada;2275000;vijayawada0;16.51667;80.61667;24;266
Perth;australia;perth;perth;2250000;perth0;-31.93333;115.83333;4;267
Tijuana;mexico;tijuana;tijuana;2250000;tijuana0;32.53333;-117.01667;7;268
Yangzhou;china;yangzhou;yangzhou;2250000;yangzhou0;32.39722;119.43583;53;269
Austin;united_states;austin;austin;2225000;austin0;30.3023972;-97.761907;28;270
Havana;cuba;havana;havana;2225000;havana0;23.13302;-82.38304;1;271
Katowice;poland;katowice;katowice;2225000;katowice0;50.25842;19.02754;2;272
Leeds;unitedkingdom;leeds;leeds;2225000;leeds0;53.79648;-1.54785;4;273
Bucharest;romania;bucharest;bucharest;2200000;bucharest0;44.43;26.1;1;274
Gaza;israel;gaza;gaza;2200000;gaza0;31.53;34.44;2;275
Port Harcourt;nigeria;port_harcourt;port_harcourt;2200000;port_harcourt0;4.77742;7.0134;5;276
Baotou;china;baotou;baotou;2175000;baotou0;40.65222;109.82222;54;277
Bursa;turkey;bursa;bursa;2175000;bursa0;40.19167;29.06111;4;278
Jiaxing;china;jiaxing;jiaxing;2175000;jiaxing0;30.7522;120.75;55;279
Mogadishu;somalia;mogadishu;mogadishu;2175000;mogadishu0;2.03711;45.34375;1;280
Okayama;japan;okayama;okayama;2175000;okayama0;34.66167;133.935;6;281
Xining;china;xining;xining;2175000;xining0;36.61667;101.76667;56;282
Asuncion;paraguay;asuncion;asuncion;2150000;asuncion0;-25.30066;-57.63591;1;283
Baoding;china;baoding;baoding;2150000;baoding0;38.85111;115.49028;57;284
Manaus;brazil;manaus;manaus;2150000;manaus0;-3.10194;-60.025;12;285
Rabat;morocco;rabat;rabat;2150000;rabat0;34.01325;-6.83255;2;286
Rajkot;india;rajkot;rajkot;2150000;rajkot0;22.3;70.78333;25;287
Ludhiana;india;ludhiana;ludhiana;2125000;ludhiana0;30.9;75.85;26;288
Sacramento;united_states;sacramento;sacramento;2125000;sacramento0;38.565499;-121.46752;29;289
Indianapolis;united_states;indianapolis;indianapolis;2100000;indianapolis0;39.7778261;-86.145737;30;290
Minsk;belarus;minsk;minsk;2100000;minsk0;53.9;27.56667;1;291
Semarang;indonesia;semarang;semarang;2100000;semarang0;-6.9932;110.4203;5;292
Bhubaneswar;india;bhubaneswar;cuttack;2075000;bhubaneswar0;20.46497;85.87927;27;293
Cotonou;benin;cotonou;cotonou;2075000;cotonou0;6.36536;2.41833;1;294
Ganzhou;china;ganzhou;ganzhou;2075000;ganzhou0;25.85;114.93;58;295
Jacksonville;united_states;jacksonville;jacksonville;2075000;jacksonville0;30.3369821;-81.660228;31;296
Kansas City;united_states;kansas_city;kansas_city;2075000;kansas_city0;39.1237174;-94.553872;32;297
Valencia;spain;valencia;valencia;2075000;valencia1;39.46975;-0.37739;3;298
Varanasi;india;varanasi;benares;2075000;varanasi0;25.33;83;28;299
Georgetown;malaysia;georgetown;georgetown;2050000;georgetown0;5.37;100.31;2;300
Pittsburgh;united_states;pittsburgh;pittsburgh;2050000;pittsburgh0;40.4425691;-79.9711635;33;301
Aurangabad;india;aurangabad;aurangabad;2025000;aurangabad0;19.88333;75.33333;29;302
